city,date,gender,match_referees,tv_umpires,first_umpire,second_umpire,win_by,win_with,result,player_of_match,team_1,team_2,elected_first,toss_winner,venue,mergeid
,2015-01-17,female,GF Labrooy,,Farooq Ali Khan,Rashid Riaz,wickets,5.0,Sri Lanka,['AC Jayangani'],Pakistan,Sri Lanka,bat,Pakistan,Sharjah Cricket Stadium,349723497
Mirpur,2015-07-05,male,DC Boon,Anisur Rahman,Enamul Haque,Sharfuddoula,runs,52.0,South Africa,['F du Plessis'],Bangladesh,South Africa,bat,South Africa,Shere Bangla National Stadium,349823498
Mirpur,2015-07-07,male,DC Boon,Sharfuddoula,Anisur Rahman,Enamul Haque,runs,31.0,South Africa,['E Leie'],Bangladesh,South Africa,bat,South Africa,Shere Bangla National Stadium,349923499
,2015-03-19,female,GF Labrooy,,Ahsan Raza,Khalid Mahmood,wickets,5.0,Pakistan,['Asmavia Iqbal'],Pakistan,South Africa,field,Pakistan,Sharjah Cricket Stadium,350023500
,2015-03-20,female,GF Labrooy,,Ahsan Raza,Khalid Mahmood,wickets,6.0,Pakistan,['Asmavia Iqbal'],Pakistan,South Africa,bat,South Africa,Sharjah Cricket Stadium,350123501
,2015-03-22,female,GF Labrooy,,Ahsan Raza,Khalid Mahmood,wickets,7.0,South Africa,['D van Niekerk'],Pakistan,South Africa,field,South Africa,Sharjah Cricket Stadium,350223502
Durban,2015-08-14,male,RS Mahanama,AT Holdstock,JD Cloete,S George,wickets,6.0,South Africa,['AM Phangiso'],South Africa,New Zealand,field,South Africa,Kingsmead,350323503
Centurion,2015-08-16,male,RS Mahanama,AT Holdstock,JD Cloete,S George,runs,32.0,New Zealand,['MJ Guptill'],South Africa,New Zealand,bat,New Zealand,SuperSport Park,350423504
Colombo,2015-05-23,female,WAA Wasantha,,PN Udawatta,RR Wimalasiri,runs,5.0,Sri Lanka,['SS Weerakkody'],Sri Lanka,West Indies,field,Sri Lanka,R Premadasa Stadium,350523505
Colombo,2015-05-25,female,WMJK de Silva,,RD Kottahachchi,REJ Martinesz,wickets,8.0,West Indies,['SR Taylor'],Sri Lanka,West Indies,bat,Sri Lanka,R Premadasa Stadium,350623506
Colombo,2015-05-26,female,WC Labrooy,,RA Kottahachchi,RR Wimalasiri,wickets,9.0,West Indies,['HK Matthews'],Sri Lanka,West Indies,field,West Indies,R Premadasa Stadium,350723507
Mirpur,2015-04-24,male,JJ Crowe,Enamul Haque,Anisur Rahman,Sharfuddoula,wickets,7.0,Bangladesh,['Sabbir Rahman'],Bangladesh,Pakistan,bat,Pakistan,Shere Bangla National Stadium,350823508
Colombo,2015-07-30,male,J Srinath,RR Wimalasiri,REJ Martinesz,RSA Palliyaguruge,runs,29.0,Pakistan,['Sohail Tanvir'],Sri Lanka,Pakistan,bat,Pakistan,R Premadasa Stadium,350923509
Colombo,2015-08-01,male,J Srinath,REJ Martinesz,RSA Palliyaguruge,RR Wimalasiri,wickets,1.0,Pakistan,['Anwar Ali'],Sri Lanka,Pakistan,bat,Sri Lanka,R Premadasa Stadium,351023510
Lahore,2015-05-22,male,Azhar Khan,Ahmed Shahab,Ahsan Raza,Shozab Raza,wickets,5.0,Pakistan,['Mukhtar Ahmed'],Pakistan,Zimbabwe,bat,Zimbabwe,Gaddafi Stadium,351123511
Lahore,2015-05-24,male,Azhar Khan,Shozab Raza,Ahmed Shahab,Ahsan Raza,wickets,2.0,Pakistan,['Mukhtar Ahmed'],Pakistan,Zimbabwe,bat,Zimbabwe,Gaddafi Stadium,351223512
Edinburgh,2015-07-09,male,DT Jukes,GO Brathwaite,Ahsan Raza,S George,wickets,9.0,Scotland,['HG Munsey'],Scotland,United Arab Emirates,field,Scotland,"Grange Cricket Club Ground, Raeburn Place",351323513
Edinburgh,2015-07-09,male,DT Jukes,S George,GO Brathwaite,D Odhiambo,runs,32.0,Afghanistan,['Sharafuddin Ashraf'],Afghanistan,Netherlands,field,Netherlands,"Grange Cricket Club Ground, Raeburn Place",351423514
Edinburgh,2015-07-10,male,DT Jukes,VA Kulkarni,NJ Llong,IN Ramage,wickets,8.0,Afghanistan,['Mohammad Shahzad'],Afghanistan,United Arab Emirates,bat,United Arab Emirates,"Grange Cricket Club Ground, Raeburn Place",351523515
Edinburgh,2015-07-11,male,DT Jukes,NJ Llong,VA Kulkarni,D Odhiambo,runs,32.0,Netherlands,['AC Evans'],Scotland,Netherlands,bat,Netherlands,"Grange Cricket Club Ground, Raeburn Place",351623516
Edinburgh,2015-07-12,male,DT Jukes,Ahsan Raza,VA Kulkarni,NJ Llong,wickets,7.0,Netherlands,['RE van der Merwe'],Netherlands,United Arab Emirates,field,Netherlands,"Grange Cricket Club Ground, Raeburn Place",351723517
Edinburgh,2015-07-12,male,DT Jukes,VA Kulkarni,Ahsan Raza,GO Brathwaite,runs,37.0,Afghanistan,['Mohammad Shahzad'],Scotland,Afghanistan,bat,Afghanistan,"Grange Cricket Club Ground, Raeburn Place",351823518
Belfast,2015-07-13,male,GF Labrooy,,AK Chaudhary,JD Cloete,wickets,8.0,Ireland,"[""KJ O'Brien""]",Nepal,Ireland,field,Ireland,"Civil Service Cricket Club, Stormont",351923519
Belfast,2015-07-15,male,GF Labrooy,,AK Chaudhary,RSA Palliyaguruge,wickets,2.0,Papua New Guinea,['N Vanua'],Ireland,Papua New Guinea,bat,Ireland,"Civil Service Cricket Club, Stormont",352023520
Belfast,2015-07-15,male,GF Labrooy,,JD Cloete,RSA Palliyaguruge,wickets,5.0,Hong Kong,['Haseeb Amjad'],Hong Kong,Nepal,field,Hong Kong,"Civil Service Cricket Club, Stormont",352123521
Dublin,2015-07-17,male,SR Bernard,RSA Palliyaguruge,JD Cloete,RT Robinson,wickets,8.0,Papua New Guinea,['A Vala'],Nepal,Papua New Guinea,field,Papua New Guinea,"The Village, Malahide",352223522
Dublin,2015-07-17,male,GF Labrooy,RT Robinson,RSA Palliyaguruge,P Wilson,runs,5.0,Hong Kong,['Irfan Ahmed'],Ireland,Hong Kong,field,Ireland,"The Village, Malahide",352323523
Dublin,2015-07-21,male,SR Bernard,JD Cloete,S George,NJ Llong,wickets,5.0,Hong Kong,['Nawroz Mangal'],Afghanistan,Hong Kong,bat,Afghanistan,"The Village, Malahide",352423524
Dublin,2015-07-23,male,GF Labrooy,RSA Palliyaguruge,GO Brathwaite,AK Chaudhary,wickets,6.0,Afghanistan,['Nawroz Mangal'],Afghanistan,Papua New Guinea,bat,Papua New Guinea,"The Village, Malahide",352523525
Dublin,2015-07-25,male,DT Jukes,JD Cloete,S George,RSA Palliyaguruge,wickets,5.0,Scotland,['RML Taylor'],Hong Kong,Scotland,field,Scotland,"The Village, Malahide",352623526
Dublin,2015-07-25,male,GF Labrooy,,GO Brathwaite,AK Chaudhary,wickets,5.0,Afghanistan,['Najibullah Zadran'],Afghanistan,Oman,field,Afghanistan,Clontarf Cricket Club Ground,352723527
Dublin,2015-07-25,male,DT Jukes,RSA Palliyaguruge,JD Cloete,VA Kulkarni,wickets,5.0,Netherlands,['Mudassar Bukhari'],Ireland,Netherlands,field,Netherlands,"The Village, Malahide",352823528
Bangkok,2015-12-05,female,GF Labrooy,,K Cross,CA Polosak,wickets,2.0,Ireland,['Rumana Ahmed'],Bangladesh,Ireland,bat,Bangladesh,Terdthai Cricket Ground,352923529
Amstelveen,2015-07-01,male,DT Jukes,,Sarika Prasad,C Shamshuddin,runs,103.0,Netherlands,,Netherlands,Nepal,field,Nepal,VRA Ground,353023530
Rotterdam,2015-07-02,male,DT Jukes,,Sarika Prasad,C Shamshuddin,runs,18.0,Netherlands,,Netherlands,Nepal,bat,Netherlands,Hazelaarweg,353123531
Durban,2016-03-04,male,RB Richardson,BP Jele,S George,AT Holdstock,wickets,3.0,South Africa,['DA Miller'],South Africa,Australia,bat,Australia,Kingsmead,353223532
Johannesburg,2016-03-06,male,RB Richardson,BP Jele,S George,AT Holdstock,wickets,5.0,Australia,['DA Warner'],South Africa,Australia,field,Australia,New Wanderers Stadium,353323533
Cape Town,2016-03-09,male,RB Richardson,BP Jele,S George,AT Holdstock,wickets,6.0,Australia,['HM Amla'],South Africa,Australia,bat,South Africa,Newlands,353423534
,2015-07-17,male,RS Mahanama,L Rusere,TJ Matibiri,RB Tiffin,runs,54.0,India,['AR Patel'],Zimbabwe,India,bat,India,Harare Sports Club,353523535
,2015-07-19,male,RS Mahanama,TJ Matibiri,L Rusere,RB Tiffin,runs,10.0,Zimbabwe,['CJ Chibhabha'],Zimbabwe,India,bat,Zimbabwe,Harare Sports Club,353623536
Londonderry,2015-06-20,male,DT Jukes,,M Hawthorne,NJ Llong,wickets,6.0,Scotland,,Ireland,Scotland,field,Scotland,"Bready Cricket Club, Magheramason",353723537
Grenada,2015-10-29,female,DT Jukes,,PJ Nero,JM Williams,wickets,8.0,West Indies,['DJS Dottin'],West Indies,Pakistan,field,West Indies,"National Cricket Stadium, St George's",353823538
,2015-08-09,male,DC Boon,TJ Matibiri,L Rusere,RB Tiffin,runs,80.0,New Zealand,['GH Worker'],Zimbabwe,New Zealand,field,Zimbabwe,Harare Sports Club,353923539
,2016-01-29,female,D Talalla,SJ Nogajski,GA Abood,GC Joshua,wickets,10.0,India,['J Goswami'],Australia,India,field,India,Melbourne Cricket Ground,354023540
,2016-01-31,female,D Talalla,GC Joshua,GA Abood,SJ Nogajski,runs,15.0,Australia,['EA Perry'],Australia,India,field,India,Sydney Cricket Ground,354123541
,2016-01-26,male,JJ Crowe,P Wilson,SD Fry,JD Ward,runs,37.0,India,['V Kohli'],Australia,India,field,Australia,Adelaide Oval,354223542
,2016-01-29,male,JJ Crowe,JD Ward,SD Fry,P Wilson,runs,27.0,India,['V Kohli'],Australia,India,field,Australia,Melbourne Cricket Ground,354323543
,2016-01-31,male,JJ Crowe,P Wilson,SD Fry,JD Ward,wickets,7.0,India,['SR Watson'],Australia,India,bat,Australia,Sydney Cricket Ground,354423544
,2015-11-26,male,RS Madugalle,Ahmed Shahab,Ahsan Raza,Shozab Raza,runs,14.0,England,['SW Billings'],England,Pakistan,bat,England,Dubai International Cricket Stadium,354523545
,2015-11-27,male,RS Madugalle,Ahsan Raza,Ahmed Shahab,Shozab Raza,runs,3.0,England,['LE Plunkett'],England,Pakistan,bat,England,Dubai International Cricket Stadium,354623546
,2015-11-30,male,RS Madugalle,Shozab Raza,Ahmed Shahab,Ahsan Raza,,,tie,['Shoaib Malik'],England,Pakistan,bat,England,Sharjah Cricket Stadium,354723547
Dharmasala,2015-10-02,male,BC Broad,AK Chaudhary,VA Kulkarni,C Shamshuddin,wickets,7.0,South Africa,['JP Duminy'],India,South Africa,field,South Africa,Himachal Pradesh Cricket Association Stadium,354823548
Cuttack,2015-10-05,male,BC Broad,VA Kulkarni,CK Nandan,C Shamshuddin,wickets,6.0,South Africa,['JA Morkel'],India,South Africa,field,South Africa,Barabati Stadium,354923549
Paarl,2016-02-18,female,A Barnes,,A Paleker,DJ Smith,runs,15.0,England,['SJ Taylor'],South Africa,England,field,South Africa,Boland Park,355023550
Johannesburg,2016-02-21,female,A Barnes,A Paleker,BP Jele,DJ Smith,wickets,4.0,England,['SJ Taylor'],South Africa,England,field,England,New Wanderers Stadium,355123551
Durban,2016-03-04,female,S Wadvalla,BM White,A Paleker,DJ Smith,runs,11.0,South Africa,['S Ismail'],South Africa,West Indies,bat,South Africa,Kingsmead,355223552
Cape Town,2016-03-09,female,S Wadvalla,A Paleker,BP Jele,BM White,runs,4.0,South Africa,['L Lee'],South Africa,West Indies,bat,South Africa,Newlands,355323553
Southampton,2016-07-05,male,DC Boon,RT Robinson,RJ Bailey,MA Gough,wickets,8.0,England,['JC Buttler'],England,Sri Lanka,bat,Sri Lanka,The Rose Bowl,355423554
Manchester,2016-09-07,male,JJ Crowe,RJ Bailey,MA Gough,RT Robinson,wickets,9.0,Pakistan,['Wahab Riaz'],England,Pakistan,bat,England,Old Trafford,355523555
Mount Maunganui,2016-01-07,male,AJ Pycroft,BF Bowden,PD Jones,DJ Walker,runs,3.0,New Zealand,['TA Boult'],New Zealand,Sri Lanka,field,Sri Lanka,Bay Oval,355623556
Auckland,2016-01-10,male,AJ Pycroft,DJ Walker,BF Bowden,PD Jones,wickets,9.0,New Zealand,['C Munro'],New Zealand,Sri Lanka,field,New Zealand,Eden Park,355723557
Auckland,2016-01-15,male,DC Boon,BF Bowden,PD Jones,DJ Walker,runs,16.0,Pakistan,['Shahid Afridi'],New Zealand,Pakistan,field,New Zealand,Eden Park,355823558
Hamilton,2016-01-17,male,DC Boon,WR Knights,BF Bowden,DJ Walker,wickets,10.0,New Zealand,['MJ Guptill'],New Zealand,Pakistan,bat,Pakistan,Seddon Park,355923559
Wellington,2016-01-22,male,DC Boon,WR Knights,BF Bowden,DJ Walker,runs,95.0,New Zealand,['CJ Anderson'],New Zealand,Pakistan,field,Pakistan,Westpac Stadium,356023560
,2015-11-09,male,DC Boon,RR Wimalasiri,REJ Martinesz,RSA Palliyaguruge,runs,30.0,Sri Lanka,['SMSM Senanayake'],Sri Lanka,West Indies,field,West Indies,Pallekele International Cricket Stadium,356123561
Colombo,2015-11-11,male,DC Boon,RSA Palliyaguruge,REJ Martinesz,RR Wimalasiri,runs,23.0,West Indies,['DJ Bravo'],Sri Lanka,West Indies,bat,West Indies,R Premadasa Stadium,356223562
,2015-09-27,male,DT Jukes,L Rusere,TJ Matibiri,RB Tiffin,runs,13.0,Pakistan,['Imad Wasim'],Zimbabwe,Pakistan,bat,Pakistan,Harare Sports Club,356323563
,2015-09-29,male,DT Jukes,TJ Matibiri,L Rusere,RB Tiffin,runs,15.0,Pakistan,['Umar Akmal'],Zimbabwe,Pakistan,bat,Pakistan,Harare Sports Club,356423564
Karachi,2015-09-30,female,Mohammed Anees,Farooq Ali Khan,Rashid Riaz,Riazuddin,runs,29.0,Pakistan,['Bismah Maroof'],Pakistan,Bangladesh,bat,Pakistan,Southend Club Cricket Stadium,356523565
Karachi,2015-10-01,female,Mohammed Anees,Farooq Ali Khan,Rashid Riaz,Riazuddin,runs,34.0,Pakistan,['Bismah Maroof'],Pakistan,Bangladesh,bat,Pakistan,Southend Club Cricket Stadium,356623566
Bulawayo,2015-10-26,male,D Govindjee,,TJ Matibiri,RB Tiffin,wickets,6.0,Afghanistan,['Dawlat Zadran'],Zimbabwe,Afghanistan,bat,Zimbabwe,Queens Sports Club,356723567
Bulawayo,2015-10-28,male,D Govindjee,,L Rusere,RB Tiffin,wickets,5.0,Afghanistan,['Gulbadin Naib'],Zimbabwe,Afghanistan,bat,Zimbabwe,Queens Sports Club,356823568
Abu Dhabi,2015-11-22,male,D Govindjee,,VA Kulkarni,Sarika Prasad,wickets,7.0,United Arab Emirates,,United Arab Emirates,Oman,field,United Arab Emirates,Sheikh Zayed Stadium,356923569
Abu Dhabi,2015-11-21,male,D Govindjee,,VA Kulkarni,Sarika Prasad,wickets,6.0,Oman,,Hong Kong,Oman,field,Oman,Sheikh Zayed Stadium,357023570
Abu Dhabi,2015-11-25,male,D Govindjee,,VA Kulkarni,Sarika Prasad,runs,4.0,Oman,,Hong Kong,Oman,field,Hong Kong,Sheikh Zayed Stadium,357123571
Abu Dhabi,2015-11-26,male,DT Jukes,,BB Pradhan,RR Wimalasiri,wickets,8.0,Hong Kong,,Hong Kong,Oman,field,Hong Kong,Sheikh Zayed Stadium,357223572
Abu Dhabi,2015-11-30,male,DT Jukes,,BB Pradhan,RR Wimalasiri,runs,12.0,Afghanistan,,Afghanistan,Oman,field,Oman,Sheikh Zayed Stadium,357323573
Mirpur,2015-11-13,male,J Srinath,Sharfuddoula,Anisur Rahman,Enamul Haque,wickets,4.0,Bangladesh,['MN Waller'],Bangladesh,Zimbabwe,field,Bangladesh,Shere Bangla National Stadium,357423574
Mirpur,2015-11-15,male,J Srinath,Enamul Haque,Anisur Rahman,Sharfuddoula,wickets,3.0,Zimbabwe,['N Madziva'],Bangladesh,Zimbabwe,bat,Bangladesh,Shere Bangla National Stadium,357523575
Centurion,2017-01-20,male,RB Richardson,BP Jele,S George,AT Holdstock,runs,19.0,South Africa,['L Ngidi'],South Africa,Sri Lanka,field,Sri Lanka,SuperSport Park,357623576
Johannesburg,2017-01-22,male,RB Richardson,S George,AT Holdstock,BP Jele,wickets,3.0,Sri Lanka,['AD Mathews'],South Africa,Sri Lanka,bat,South Africa,New Wanderers Stadium,357723577
Cape Town,2017-01-25,male,RB Richardson,AT Holdstock,S George,BP Jele,wickets,5.0,Sri Lanka,['N Dickwella'],South Africa,Sri Lanka,bat,South Africa,Newlands,357823578
Bristol,2016-07-03,female,DT Jukes,RJ Bailey,MA Gough,RT Robinson,runs,68.0,England,['TT Beaumont'],England,Pakistan,bat,England,County Ground,357923579
Southampton,2016-07-05,female,DT Jukes,MA Gough,NGB Cook,RT Robinson,runs,35.0,England,['FC Wilson'],England,Pakistan,bat,England,The Rose Bowl,358023580
Chelmsford,2016-07-07,female,DT Jukes,AG Wharf,DJ Millns,MJ Saggers,runs,57.0,England,['L Winfield'],England,Pakistan,bat,England,County Ground,358123581
Nagpur,2016-03-08,male,J Srinath,M Erasmus,Aleem Dar,IJ Gould,runs,14.0,Zimbabwe,['V Sibanda'],Hong Kong,Zimbabwe,field,Hong Kong,"Vidarbha Cricket Association Stadium, Jamtha",358223582
Nagpur,2016-03-08,male,J Srinath,Aleem Dar,M Erasmus,RK Illingworth,runs,14.0,Afghanistan,['Mohammad Shahzad'],Afghanistan,Scotland,bat,Afghanistan,"Vidarbha Cricket Association Stadium, Jamtha",358323583
Dharamsala,2016-03-09,male,AJ Pycroft,CB Gaffaney,S Ravi,RJ Tucker,runs,8.0,Bangladesh,['Tamim Iqbal'],Bangladesh,Netherlands,field,Netherlands,Himachal Pradesh Cricket Association Stadium,358423584
Dharamsala,2016-03-09,male,AJ Pycroft,S Ravi,CB Gaffaney,NJ Llong,wickets,2.0,Oman,['Amir Ali'],Ireland,Oman,bat,Ireland,Himachal Pradesh Cricket Association Stadium,358523585
Nagpur,2016-03-10,male,J Srinath,IJ Gould,Aleem Dar,M Erasmus,runs,11.0,Zimbabwe,['WP Masakadza'],Scotland,Zimbabwe,bat,Zimbabwe,"Vidarbha Cricket Association Stadium, Jamtha",358623586
Nagpur,2016-03-10,male,J Srinath,M Erasmus,IJ Gould,RK Illingworth,wickets,6.0,Afghanistan,['Mohammad Nabi'],Afghanistan,Hong Kong,bat,Hong Kong,"Vidarbha Cricket Association Stadium, Jamtha",358723587
Dharamsala,2016-03-11,male,AJ Pycroft,CB Gaffaney,NJ Llong,RJ Tucker,,,no result,,Bangladesh,Ireland,field,Ireland,Himachal Pradesh Cricket Association Stadium,358823588
Nagpur,2016-03-12,male,J Srinath,IJ Gould,Aleem Dar,RK Illingworth,runs,59.0,Afghanistan,['Mohammad Nabi'],Afghanistan,Zimbabwe,bat,Afghanistan,"Vidarbha Cricket Association Stadium, Jamtha",358923589
Nagpur,2016-03-12,male,J Srinath,RK Illingworth,M Erasmus,IJ Gould,wickets,8.0,Scotland,['MW Machan'],Hong Kong,Scotland,bat,Hong Kong,"Vidarbha Cricket Association Stadium, Jamtha",359023590
Dharamsala,2016-03-13,male,AJ Pycroft,RJ Tucker,NJ Llong,S Ravi,runs,12.0,Netherlands,['PA van Meekeren'],Ireland,Netherlands,field,Ireland,Himachal Pradesh Cricket Association Stadium,359123591
Dharamsala,2016-03-13,male,AJ Pycroft,NJ Llong,CB Gaffaney,RJ Tucker,runs,54.0,Bangladesh,['Tamim Iqbal'],Bangladesh,Oman,field,Oman,Himachal Pradesh Cricket Association Stadium,359223592
Nagpur,2016-03-15,male,RS Madugalle,M Erasmus,HDPK Dharmasena,RK Illingworth,runs,47.0,New Zealand,['MJ Santner'],India,New Zealand,bat,New Zealand,"Vidarbha Cricket Association Stadium, Jamtha",359323593
Mumbai,2016-03-16,male,DC Boon,PR Reiffel,CB Gaffaney,RJ Tucker,wickets,6.0,West Indies,['CH Gayle'],England,West Indies,field,West Indies,Wankhede Stadium,359423594
Kolkata,2016-03-16,male,BC Broad,JS Wilson,IJ Gould,RA Kettleborough,runs,55.0,Pakistan,['Shahid Afridi'],Bangladesh,Pakistan,bat,Pakistan,Eden Gardens,359523595
Kolkata,2016-03-17,male,BC Broad,RA Kettleborough,BNJ Oxenford,JS Wilson,wickets,6.0,Sri Lanka,['TM Dilshan'],Afghanistan,Sri Lanka,bat,Afghanistan,Eden Gardens,359623596
Dharamsala,2016-03-18,male,RS Madugalle,RK Illingworth,M Erasmus,NJ Llong,runs,8.0,New Zealand,['MJ McClenaghan'],Australia,New Zealand,bat,New Zealand,Himachal Pradesh Cricket Association Stadium,359723597
Mumbai,2016-03-18,male,DC Boon,RJ Tucker,S Ravi,PR Reiffel,wickets,2.0,England,['JE Root'],England,South Africa,field,England,Wankhede Stadium,359823598
Kolkata,2016-03-19,male,BC Broad,BNJ Oxenford,IJ Gould,RA Kettleborough,wickets,6.0,India,['V Kohli'],India,Pakistan,field,India,Eden Gardens,359923599
Mumbai,2016-03-20,male,DC Boon,S Ravi,CB Gaffaney,PR Reiffel,runs,37.0,South Africa,['CH Morris'],Afghanistan,South Africa,bat,South Africa,Wankhede Stadium,360023600
Bangalore,2016-03-20,male,JJ Crowe,SD Fry,Aleem Dar,JD Cloete,wickets,7.0,West Indies,['ADS Fletcher'],Sri Lanka,West Indies,field,West Indies,M Chinnaswamy Stadium,360123601
Bangalore,2016-03-21,male,BC Broad,Aleem Dar,IJ Gould,RA Kettleborough,wickets,3.0,Australia,['A Zampa'],Australia,Bangladesh,field,Australia,M Chinnaswamy Stadium,360223602
Chandigarh,2016-03-22,male,RS Madugalle,HDPK Dharmasena,RK Illingworth,NJ Llong,runs,22.0,New Zealand,['MJ Guptill'],New Zealand,Pakistan,bat,New Zealand,"Punjab Cricket Association IS Bindra Stadium, Mohali",360323603
Delhi,2016-03-23,male,DC Boon,CB Gaffaney,S Ravi,RJ Tucker,runs,15.0,England,['MM Ali'],Afghanistan,England,bat,England,Feroz Shah Kotla,360423604
Bangalore,2016-03-23,male,BC Broad,IJ Gould,Aleem Dar,BNJ Oxenford,runs,1.0,India,['R Ashwin'],India,Bangladesh,field,Bangladesh,M Chinnaswamy Stadium,360523605
Chandigarh,2016-03-25,male,RS Madugalle,RK Illingworth,HDPK Dharmasena,M Erasmus,runs,21.0,Australia,['JP Faulkner'],Australia,Pakistan,bat,Australia,"Punjab Cricket Association IS Bindra Stadium, Mohali",360623606
Nagpur,2016-03-25,male,BC Broad,BNJ Oxenford,IJ Gould,RA Kettleborough,wickets,3.0,West Indies,['MN Samuels'],South Africa,West Indies,field,West Indies,"Vidarbha Cricket Association Stadium, Jamtha",360723607
Kolkata,2016-03-26,male,AJ Pycroft,RSA Palliyaguruge,JD Cloete,MA Gough,runs,75.0,New Zealand,['KS Williamson'],Bangladesh,New Zealand,bat,New Zealand,Eden Gardens,360823608
Delhi,2016-03-26,male,JJ Crowe,CB Gaffaney,PR Reiffel,RJ Tucker,runs,10.0,England,['JC Buttler'],England,Sri Lanka,field,Sri Lanka,Feroz Shah Kotla,360923609
Chandigarh,2016-03-27,male,RS Madugalle,RK Illingworth,HDPK Dharmasena,M Erasmus,wickets,6.0,India,['V Kohli'],India,Australia,bat,Australia,"Punjab Cricket Association IS Bindra Stadium, Mohali",361023610
Nagpur,2016-03-27,male,BC Broad,RA Kettleborough,Aleem Dar,BNJ Oxenford,runs,6.0,Afghanistan,['Najibullah Zadran'],Afghanistan,West Indies,field,West Indies,"Vidarbha Cricket Association Stadium, Jamtha",361123611
Delhi,2016-03-28,male,JJ Crowe,PR Reiffel,S Ravi,RJ Tucker,wickets,8.0,South Africa,['AM Phangiso'],South Africa,Sri Lanka,field,South Africa,Feroz Shah Kotla,361223612
Delhi,2016-03-30,male,DC Boon,BNJ Oxenford,HDPK Dharmasena,RJ Tucker,wickets,7.0,England,['JJ Roy'],England,New Zealand,field,England,Feroz Shah Kotla,361323613
Mumbai,2016-03-31,male,BC Broad,M Erasmus,IJ Gould,RA Kettleborough,wickets,7.0,West Indies,['LMP Simmons'],India,West Indies,field,West Indies,Wankhede Stadium,361423614
Kolkata,2016-04-03,male,RS Madugalle,M Erasmus,HDPK Dharmasena,RJ Tucker,wickets,4.0,West Indies,['MN Samuels'],England,West Indies,field,West Indies,Eden Gardens,361523615
Bangalore,2016-03-15,female,JJ Crowe,SD Fry,Aleem Dar,REJ Martinesz,runs,72.0,India,['H Kaur'],India,Bangladesh,field,Bangladesh,M Chinnaswamy Stadium,361623616
Delhi,2016-03-15,female,AJ Pycroft,,MA Gough,C Shamshuddin,wickets,7.0,New Zealand,['SW Bates'],New Zealand,Sri Lanka,bat,Sri Lanka,Feroz Shah Kotla,361723617
Chennai,2016-03-16,female,J Srinath,,AK Chaudhary,K Cross,runs,4.0,West Indies,['Anam Amin'],Pakistan,West Indies,field,Pakistan,"MA Chidambaram Stadium, Chepauk",361823618
